platform,content_type,content_topic,creator_category,post_hour,day_of_week,is_weekend,is_peak_time,caption_length,hashtag_count,mention_count,emoji_count,has_call_to_action,uses_trending_audio,carousel_slides,video_duration_sec,media_quality_score,sentiment_score_caption,followers_count,audience_active_percent,avg_past_engagement,posting_frequency_per_week,account_age_days,is_paid_promotion,ad_spend_usd,collaboration_flag,engagement_score
YouTube Shorts,Reel,Entertainment,Educator,8,3,0,0,185,3,1,1,0,0,1,13,8.75,0.231,2509,35.14,416.84,6.8,963,1,44.58,0,904.58
Instagram,Image,Lifestyle,Personal Brand,3,4,0,0,242,8,0,2,1,0,1,0,6.91,-0.27,45266,57.0,1369.69,4.5,251,0,0.0,0,1098.89
YouTube Shorts,Video,Education,Influencer,15,2,0,0,208,9,6,2,1,1,1,53,6.75,-0.077,26174,35.11,760.31,5.9,523,0,0.0,1,993.05
LinkedIn,Image,Lifestyle,Personal Brand,18,5,1,1,20,1,2,8,0,0,1,0,6.24,-0.464,9561,28.7,593.46,1.0,85,0,0.0,0,609.71
YouTube Shorts,Reel,Entertainment,Business,13,1,0,1,110,4,2,5,0,0,1,49,6.45,-0.021,7873,45.93,623.08,6.3,847,0,0.0,0,990.02
Facebook,Carousel,News,Educator,6,4,0,0,116,6,0,4,0,0,4,0,5.79,0.026,41138,51.12,787.75,1.0,1066,1,382.9,0,905.5
X,Video,News,Personal Brand,22,0,0,1,167,9,1,3,0,1,1,28,6.21,0.384,110567,49.72,569.61,4.1,1050,1,143.33,1,1107.39
YouTube Shorts,Video,Behind-the-scenes,Media,22,1,0,1,199,10,1,2,0,1,1,48,8.04,0.74,24048,54.43,356.23,6.6,1180,0,0.0,0,1071.25
Instagram,Video,Education,Influencer,1,4,0,0,106,7,1,3,0,1,1,26,7.12,-0.024,14305,48.86,1180.47,9.4,496,0,0.0,0,1095.62
X,Image,Entertainment,Educator,11,0,0,1,170,6,2,2,1,0,1,0,6.63,0.005,60442,41.72,506.11,2.8,1380,1,194.78,0,924.87
Instagram,Reel,Entertainment,Influencer,1,6,1,0,204,6,0,3,0,0,1,54,6.32,0.31,12022,47.38,1459.39,6.8,631,0,0.0,0,907.8
LinkedIn,Text,Entertainment,Personal Brand,21,0,0,1,148,5,2,4,0,0,1,0,7.26,0.472,12114,35.57,1306.76,5.0,1155,0,0.0,0,972.57
Facebook,Image,Lifestyle,Media,17,1,0,0,64,9,2,4,0,0,1,0,10.0,0.201,9385,48.66,456.23,4.2,470,0,0.0,0,949.12
X,Image,Entertainment,Educator,11,1,0,1,152,6,2,2,0,0,1,0,8.13,1.0,9655,43.37,871.39,2.3,1028,0,0.0,0,947.68
Facebook,Image,Lifestyle,Personal Brand,11,4,0,1,22,4,1,3,0,0,1,0,10.0,0.436,7052,32.16,985.63,2.7,1407,0,0.0,1,860.85
Instagram,Carousel,Product,Business,16,3,0,0,109,6,1,4,0,0,7,0,8.52,-0.138,18901,62.27,316.98,7.3,1030,0,0.0,0,964.89
X,Text,Entertainment,Personal Brand,5,2,0,0,20,7,1,1,0,0,1,0,7.32,0.345,73380,56.71,62.23,1.5,550,0,0.0,1,916.61
YouTube Shorts,Video,Education,Personal Brand,10,6,1,0,179,4,3,5,0,1,1,60,6.0,0.859,25657,37.24,907.67,6.0,451,1,3122.92,0,947.49
X,Image,Education,Influencer,17,3,0,0,116,8,1,5,0,0,1,0,5.66,-0.169,34976,26.83,368.86,1.9,238,1,507.97,1,837.91
Instagram,Reel,Motivation,Educator,7,5,1,0,289,5,0,2,0,0,1,5,8.04,0.33,9100,42.05,541.28,5.1,1091,0,0.0,0,889.36
X,Text,Product,Personal Brand,0,2,0,0,190,6,0,2,0,0,1,0,7.95,-0.962,10956,64.21,1327.95,5.3,854,1,10.0,1,1093.38
Facebook,Carousel,News,Media,10,0,0,0,218,9,0,2,1,0,4,0,8.44,0.169,11258,41.34,223.08,3.9,710,0,0.0,0,850.41
Facebook,Image,Education,Educator,7,3,0,0,262,2,2,3,0,0,1,0,7.21,-0.234,20160,52.36,1747.33,6.6,359,0,0.0,0,1050.43
Instagram,Carousel,Behind-the-scenes,Business,7,2,0,0,268,11,3,1,0,0,8,0,7.43,0.164,8660,76.26,1440.7,8.6,1058,1,335.53,0,1049.83
LinkedIn,Image,Education,Influencer,13,0,0,1,154,10,0,2,1,0,1,0,7.44,0.541,64777,44.79,1107.53,2.7,631,0,0.0,0,1068.64
YouTube Shorts,Video,Education,Business,2,4,0,0,52,10,0,3,1,0,1,10,8.23,0.312,62344,34.47,448.58,5.9,1123,0,0.0,0,1018.59
Instagram,Carousel,Lifestyle,Business,18,0,0,1,134,10,1,3,1,0,5,0,7.62,-0.236,5019,52.78,1249.07,4.9,879,0,0.0,0,1102.92
Instagram,Reel,Motivation,Educator,16,2,0,0,197,7,1,8,1,0,1,64,7.67,0.041,71703,59.66,695.55,8.3,1416,0,0.0,0,1059.62
Facebook,Video,Lifestyle,Personal Brand,9,0,0,0,236,14,1,3,1,1,1,26,7.8,0.909,8085,45.05,760.42,5.6,420,0,0.0,0,926.23
LinkedIn,Text,Lifestyle,Educator,15,0,0,0,201,9,1,3,0,0,1,0,7.32,0.502,14991,64.09,689.06,6.2,30,0,0.0,1,1015.46
X,Video,Lifestyle,Personal Brand,0,4,0,0,41,8,2,3,1,1,1,21,6.69,1.0,11002,31.51,2068.0,6.7,628,0,0.0,0,1199.16
YouTube Shorts,Video,Education,Personal Brand,0,3,0,0,109,2,0,2,0,0,1,11,8.31,0.365,60019,58.14,1098.11,1.5,1209,0,0.0,0,1129.55
LinkedIn,Text,Education,Media,4,4,0,0,149,9,1,3,0,0,1,0,5.94,0.27,20717,40.92,428.16,4.7,711,0,0.0,1,932.75
YouTube Shorts,Video,Behind-the-scenes,Influencer,21,0,0,1,176,7,0,1,0,1,1,40,6.43,-0.234,5125,30.8,1168.77,2.0,931,0,0.0,1,984.33
X,Image,Entertainment,Business,22,5,1,1,105,10,3,3,1,0,1,0,7.68,-0.1,61754,52.04,998.82,3.6,973,0,0.0,1,1008.41
Instagram,Image,Motivation,Personal Brand,21,5,1,1,67,5,0,2,0,0,1,0,7.42,-0.363,21709,49.68,1159.4,7.5,769,0,0.0,0,1022.24
Instagram,Video,News,Business,8,4,0,0,156,5,0,3,1,0,1,17,6.49,-0.088,6158,44.77,728.04,3.9,763,1,218.76,1,826.65
Facebook,Image,Entertainment,Personal Brand,23,4,0,0,207,4,0,5,1,0,1,0,6.77,0.682,38393,28.6,1670.7,5.9,629,0,0.0,0,1000.14
Instagram,Video,News,Educator,2,4,0,0,102,5,3,4,0,0,1,27,6.3,-0.605,44366,30.71,942.17,7.3,122,1,49.05,0,920.14
LinkedIn,Video,Entertainment,Business,5,0,0,0,102,10,2,2,1,0,1,38,8.04,-0.138,22557,75.27,797.22,2.1,915,1,253.7,0,1135.06
LinkedIn,Video,Lifestyle,Educator,17,3,0,0,20,11,1,5,0,1,1,36,7.31,-0.074,10247,50.0,30.0,6.2,462,1,157.9,1,968.1
X,Image,Product,Influencer,19,5,1,1,76,3,1,2,1,0,1,0,7.74,0.66,13857,29.14,30.0,2.4,1417,0,0.0,1,799.84
Instagram,Reel,Entertainment,Influencer,0,3,0,0,239,11,0,8,1,0,1,29,8.67,-0.754,20357,32.23,168.14,5.4,568,0,0.0,0,924.48
Instagram,Carousel,Behind-the-scenes,Personal Brand,5,6,1,0,48,8,2,1,0,0,3,0,6.64,-0.069,15661,37.38,700.39,7.2,1035,0,0.0,0,1018.17
Instagram,Video,News,Media,10,5,1,0,170,5,0,9,1,1,1,5,6.32,0.065,3154,35.36,1332.51,4.7,670,0,0.0,0,943.1
Instagram,Carousel,Education,Media,0,0,0,0,164,5,0,2,1,0,5,0,8.5,1.0,67038,37.99,30.0,7.5,1108,1,373.45,0,1046.47
Instagram,Carousel,Behind-the-scenes,Influencer,8,6,1,0,184,5,0,2,0,0,6,0,9.85,-0.253,19593,52.32,764.14,3.4,1307,0,0.0,0,920.64
YouTube Shorts,Reel,Motivation,Personal Brand,13,1,0,1,86,8,4,0,0,1,1,29,9.67,-0.093,36524,37.22,1619.3,7.4,1224,0,0.0,0,1184.42
Instagram,Video,Lifestyle,Educator,14,5,1,0,126,5,0,3,0,1,1,32,8.32,0.369,114435,54.94,656.45,2.3,590,0,0.0,0,1116.43
Facebook,Text,News,Influencer,13,4,0,1,214,8,0,2,1,0,1,0,6.72,0.371,9951,34.96,292.11,7.9,1622,0,0.0,0,825.19
YouTube Shorts,Video,Behind-the-scenes,Educator,1,6,1,0,99,5,1,2,1,0,1,24,7.82,0.094,110956,48.78,204.4,2.6,57,1,114.25,0,1022.77
Instagram,Carousel,Product,Educator,15,5,1,0,211,13,0,1,0,0,7,0,7.51,0.251,27880,48.99,175.41,6.8,472,0,0.0,0,900.56
X,Image,Lifestyle,Media,19,4,0,1,143,7,1,1,0,0,1,0,5.02,0.52,11813,38.92,1575.61,4.6,30,1,296.03,1,1039.91
LinkedIn,Image,Education,Influencer,8,3,0,0,102,4,0,2,1,0,1,0,6.25,0.324,19783,55.87,840.21,5.1,1236,0,0.0,0,973.83
YouTube Shorts,Video,Motivation,Educator,12,5,1,1,249,5,0,0,1,1,1,19,6.87,-0.007,10759,48.52,1262.79,4.9,425,0,0.0,0,1100.63
Instagram,Carousel,Behind-the-scenes,Educator,5,2,0,0,38,3,2,1,0,0,7,0,8.44,-0.558,7087,30.43,445.21,4.8,1052,0,0.0,1,821.94
Facebook,Video,News,Personal Brand,12,4,0,1,43,7,1,4,1,0,1,35,5.53,0.657,10464,75.6,234.86,8.9,436,0,0.0,0,1068.11
Instagram,Image,Education,Personal Brand,20,0,0,1,183,7,0,4,0,0,1,0,5.75,-0.501,4598,43.24,33.28,4.0,871,0,0.0,0,796.64
YouTube Shorts,Reel,Education,Personal Brand,5,5,1,0,238,8,0,1,1,1,1,55,7.23,0.162,70480,31.38,1365.37,11.6,103,0,0.0,0,928.27
Instagram,Reel,Entertainment,Business,18,3,0,1,201,5,0,6,1,0,1,60,5.36,1.0,20349,27.96,432.62,3.7,1620,0,0.0,0,845.1
X,Text,Motivation,Media,13,4,0,1,226,10,1,4,1,0,1,0,7.99,0.478,14314,57.5,303.26,5.6,312,0,0.0,1,1084.57
Instagram,Reel,Behind-the-scenes,Influencer,23,3,0,0,98,15,0,3,0,0,1,10,7.25,0.918,20998,52.58,813.38,5.2,757,0,0.0,0,1026.51
LinkedIn,Carousel,Product,Media,3,5,1,0,111,12,1,2,1,0,9,0,8.02,-1.0,21667,55.18,30.0,4.6,835,1,786.04,0,967.7
YouTube Shorts,Reel,Education,Media,3,4,0,0,109,6,1,2,0,1,1,29,5.94,0.558,6680,57.25,989.03,6.3,314,0,0.0,0,1064.52
Facebook,Image,News,Educator,2,3,0,0,102,4,1,6,0,0,1,0,7.26,0.516,5390,76.83,1568.45,6.1,202,1,169.27,1,1173.43
Instagram,Carousel,Education,Influencer,22,6,1,1,158,8,1,5,1,0,7,0,4.5,-1.0,14790,44.06,1244.46,4.0,720,0,0.0,1,1033.11
X,Image,Entertainment,Business,0,5,1,0,125,8,0,2,1,0,1,0,6.19,0.529,7072,45.56,1248.14,6.1,604,1,33.52,1,1027.38
YouTube Shorts,Reel,Lifestyle,Influencer,6,0,0,0,174,7,0,3,0,0,1,35,7.13,0.289,93461,41.86,437.76,4.9,64,0,0.0,0,1040.79
YouTube Shorts,Video,Education,Personal Brand,7,6,1,0,162,5,0,2,1,0,1,65,8.86,0.681,7571,65.0,153.75,6.8,1019,0,0.0,0,941.21
LinkedIn,Text,Entertainment,Media,14,1,0,0,182,12,0,0,0,0,1,0,7.83,0.408,47244,57.33,792.69,5.2,1300,0,0.0,1,1061.39
Facebook,Video,Education,Personal Brand,8,2,0,0,208,9,0,3,1,1,1,36,6.73,0.123,18255,46.44,973.66,6.6,353,0,0.0,1,913.21
Instagram,Carousel,Product,Influencer,9,5,1,0,171,5,1,0,0,0,8,0,7.97,0.502,3690,41.08,1628.36,4.4,1587,0,0.0,0,992.01
LinkedIn,Carousel,Entertainment,Influencer,9,3,0,0,20,6,1,5,0,0,7,0,6.14,-0.345,169269,66.77,304.17,6.6,846,0,0.0,0,1032.08
Instagram,Carousel,Education,Media,6,2,0,0,45,11,3,6,1,0,3,0,7.07,0.373,82490,28.73,992.05,3.1,898,0,0.0,0,940.88
Facebook,Image,Education,Educator,20,2,0,1,228,3,4,3,1,0,1,0,7.3,0.611,121627,67.58,654.79,2.1,363,0,0.0,0,1055.95
Instagram,Reel,Motivation,Personal Brand,14,3,0,0,50,5,0,3,1,1,1,5,8.47,-0.403,3832,32.19,849.32,4.6,916,1,248.92,0,958.69
Instagram,Reel,News,Influencer,23,4,0,0,112,6,3,6,0,0,1,62,8.77,0.72,54269,52.67,725.69,7.0,1148,1,258.23,0,1032.6
LinkedIn,Text,Entertainment,Influencer,13,0,0,1,118,8,0,1,0,0,1,0,4.21,-0.14,23536,64.05,832.56,4.4,670,0,0.0,0,1171.46
Instagram,Carousel,Education,Personal Brand,14,2,0,0,223,6,1,1,1,0,5,0,7.65,1.0,56649,50.78,130.15,5.0,1176,0,0.0,0,1116.37
LinkedIn,Image,Education,Educator,18,1,0,1,89,7,1,4,1,0,1,0,8.14,-0.088,33565,46.05,1032.05,4.9,468,1,214.42,0,1005.38
Instagram,Video,Product,Business,9,0,0,0,20,6,4,0,1,0,1,20,5.75,-0.589,15818,43.83,862.89,3.9,733,1,1201.71,0,981.69
LinkedIn,Text,News,Influencer,22,0,0,1,119,8,2,2,0,0,1,0,6.16,0.249,54328,46.84,1734.47,3.5,1031,0,0.0,0,995.74
Facebook,Video,Product,Business,23,6,1,0,220,3,0,1,0,1,1,37,8.58,-0.395,10282,25.95,402.28,3.4,369,0,0.0,0,786.06
Instagram,Image,Education,Business,13,0,0,1,165,7,1,7,0,0,1,0,9.38,0.631,8906,46.12,1561.21,3.9,1499,0,0.0,0,1043.81
LinkedIn,Text,Lifestyle,Influencer,8,1,0,0,62,9,4,5,1,0,1,0,7.42,0.806,14140,61.02,30.0,3.0,425,0,0.0,0,976.48
Instagram,Carousel,Education,Influencer,12,1,0,1,157,14,0,5,0,0,7,0,10.0,0.402,28827,54.39,30.0,8.4,962,0,0.0,0,898.53
YouTube Shorts,Video,Lifestyle,Influencer,9,2,0,0,114,6,2,3,0,0,1,52,8.31,0.554,33221,30.07,939.76,3.1,765,0,0.0,0,1008.15
X,Image,News,Educator,9,6,1,0,159,8,0,4,1,0,1,0,8.16,0.305,136669,66.07,1033.13,7.4,30,0,0.0,0,1188.57
LinkedIn,Carousel,Motivation,Educator,10,6,1,0,166,10,2,2,1,0,9,0,4.6,-0.152,69171,53.52,775.28,6.5,520,0,0.0,0,1097.42
YouTube Shorts,Reel,Lifestyle,Influencer,1,5,1,0,108,9,2,5,1,0,1,5,8.4,-0.057,6745,59.32,937.22,7.8,1199,0,0.0,0,1129.34
X,Text,Lifestyle,Influencer,2,5,1,0,93,2,1,2,1,0,1,0,9.46,-0.795,7067,53.94,1166.83,6.0,1443,0,0.0,0,914.8
Facebook,Video,Education,Media,8,0,0,0,57,5,0,2,0,0,1,5,7.57,0.024,23150,59.24,681.88,5.6,1049,1,86.7,1,1136.48
LinkedIn,Text,Motivation,Educator,9,2,0,0,176,9,1,2,1,0,1,0,9.62,-0.065,7445,55.47,1004.53,3.9,1430,1,35.63,0,945.42
YouTube Shorts,Reel,News,Media,6,1,0,0,167,4,1,5,1,1,1,21,4.36,0.425,36679,80.45,1634.36,2.8,781,0,0.0,0,1105.02
LinkedIn,Carousel,Motivation,Media,14,0,0,0,111,5,2,2,0,0,7,0,8.29,0.337,25182,55.42,114.8,4.6,30,1,591.98,1,1018.15
LinkedIn,Video,Behind-the-scenes,Influencer,0,3,0,0,94,13,0,2,1,0,1,48,9.88,0.19,45277,43.64,160.94,6.5,469,1,214.08,0,930.07
Instagram,Carousel,Education,Personal Brand,20,4,0,1,109,3,0,4,1,0,7,0,6.71,-0.312,18929,47.88,542.93,4.1,1323,0,0.0,0,1030.21
Instagram,Carousel,Behind-the-scenes,Personal Brand,21,0,0,1,87,6,1,4,0,0,6,0,4.13,0.7,158226,55.79,693.77,4.4,669,0,0.0,1,1059.62
Instagram,Reel,Motivation,Business,8,5,1,0,187,5,0,1,0,1,1,28,6.65,0.433,11469,21.08,1353.11,4.5,288,0,0.0,1,976.9
X,Text,Entertainment,Media,22,1,0,1,153,6,2,4,1,0,1,0,8.35,0.727,29324,60.76,785.12,8.4,1716,0,0.0,0,1054.75
Instagram,Image,Education,Personal Brand,5,2,0,0,164,6,0,6,1,0,1,0,7.33,-0.189,45964,65.54,154.87,7.0,30,0,0.0,1,1038.82
X,Video,Motivation,Personal Brand,0,6,1,0,130,6,0,2,1,0,1,5,7.13,0.54,65327,68.35,469.55,3.8,30,1,278.47,0,1085.81
Facebook,Image,Behind-the-scenes,Educator,5,3,0,0,82,10,4,4,1,0,1,0,6.74,-0.733,177086,46.32,1412.11,5.1,1167,1,316.08,0,1142.48
Instagram,Carousel,Entertainment,Media,17,6,1,0,126,9,0,3,0,0,10,0,4.88,-0.059,107679,60.66,879.73,4.2,804,0,0.0,1,1159.71
Instagram,Image,Motivation,Business,13,4,0,1,200,9,1,5,1,0,1,0,5.31,-0.705,12460,61.83,750.64,4.7,1447,0,0.0,0,1041.02
Instagram,Video,Motivation,Business,19,5,1,1,29,3,1,1,0,0,1,29,7.94,-0.208,52458,56.39,140.63,7.0,454,0,0.0,0,923.61
X,Video,Motivation,Media,1,2,0,0,209,8,1,4,0,0,1,16,9.78,0.534,10973,46.17,1513.66,3.4,1428,0,0.0,0,1073.99
X,Text,Education,Business,7,1,0,0,166,7,0,6,0,0,1,0,6.72,0.492,46939,21.92,1434.11,3.8,613,1,427.01,0,996.23
LinkedIn,Image,Lifestyle,Business,13,1,0,1,157,3,1,1,1,0,1,0,9.47,-0.501,25233,59.79,135.67,5.4,61,1,53.13,1,954.38
YouTube Shorts,Reel,Motivation,Educator,19,5,1,1,20,7,0,7,0,1,1,35,7.34,0.042,24202,52.87,1246.67,5.8,1000,0,0.0,0,1181.58
Facebook,Text,Product,Educator,23,4,0,0,192,6,2,4,0,0,1,0,4.81,-0.404,22065,50.63,289.61,5.0,908,0,0.0,0,860.59
Instagram,Image,Education,Influencer,14,3,0,0,118,6,2,2,0,0,1,0,4.03,0.018,33558,67.45,799.85,6.0,918,1,50.7,0,976.39
Instagram,Carousel,News,Business,14,1,0,0,190,10,0,5,1,0,5,0,7.7,0.854,37639,31.69,1073.06,6.8,30,0,0.0,0,960.1
Instagram,Image,Education,Business,8,6,1,0,204,12,4,0,0,0,1,0,7.83,0.014,21182,41.53,203.34,4.3,1245,0,0.0,0,867.61
Facebook,Text,Behind-the-scenes,Educator,10,4,0,0,27,5,0,5,0,0,1,0,7.05,-0.02,51110,30.53,1242.77,6.3,903,0,0.0,1,988.57
YouTube Shorts,Reel,Behind-the-scenes,Influencer,3,4,0,0,143,8,0,5,0,1,1,54,6.48,-0.566,24317,35.0,969.62,5.5,1243,1,50.91,0,1070.12
Instagram,Image,Education,Media,9,6,1,0,163,9,2,4,1,0,1,0,7.92,0.557,40072,69.35,888.08,5.2,970,0,0.0,0,1068.86
LinkedIn,Text,Education,Business,23,2,0,0,226,11,1,1,1,0,1,0,7.47,0.085,38457,36.68,2182.03,4.9,1048,0,0.0,0,1160.73
Instagram,Reel,Lifestyle,Personal Brand,22,1,0,1,237,8,2,1,0,0,1,36,6.97,1.0,31663,13.3,608.96,1.0,279,0,0.0,0,819.63
X,Text,Behind-the-scenes,Media,12,2,0,1,97,5,2,4,1,0,1,0,5.98,0.327,88671,47.63,579.48,3.7,911,0,0.0,0,879.31
Instagram,Image,Lifestyle,Personal Brand,17,5,1,0,179,6,0,5,0,0,1,0,8.45,0.105,13925,53.02,1423.47,1.6,864,1,74.17,0,1080.62
LinkedIn,Text,Education,Media,22,3,0,1,83,7,3,1,1,0,1,0,8.59,0.322,8467,14.24,682.35,3.8,955,0,0.0,0,913.03
X,Image,News,Influencer,23,1,0,0,174,7,2,1,0,0,1,0,8.26,0.64,29938,63.92,30.0,7.1,770,0,0.0,0,894.11
Facebook,Video,Behind-the-scenes,Media,15,6,1,0,133,9,2,2,1,0,1,58,8.48,0.533,5999,36.22,282.27,9.5,1153,0,0.0,0,848.02
X,Image,Lifestyle,Media,14,1,0,0,79,3,1,1,1,0,1,0,6.05,-0.107,984,56.57,415.77,1.0,1125,0,0.0,1,817.97
Facebook,Carousel,Lifestyle,Personal Brand,7,2,0,0,269,5,0,6,1,0,7,0,8.83,-0.146,89843,39.63,1023.52,6.0,348,0,0.0,1,995.71
X,Text,Product,Personal Brand,23,0,0,0,20,5,1,1,0,0,1,0,6.9,0.338,6496,37.6,1332.72,6.2,627,0,0.0,0,956.49
Instagram,Image,Motivation,Personal Brand,15,1,0,0,20,6,3,3,0,0,1,0,9.57,0.927,7065,45.37,785.77,4.9,787,0,0.0,0,964.45
LinkedIn,Image,Entertainment,Business,15,4,0,0,282,4,0,1,1,0,1,0,7.1,0.207,69159,47.57,1046.93,3.5,1320,0,0.0,0,1004.25
Instagram,Image,Lifestyle,Personal Brand,9,3,0,0,206,6,0,4,0,0,1,0,8.31,0.831,6345,28.78,1981.98,6.1,507,0,0.0,0,1000.99
Facebook,Image,Behind-the-scenes,Business,23,5,1,0,80,8,1,2,1,0,1,0,5.67,0.402,35746,45.1,30.0,5.6,1226,1,231.33,0,961.81
LinkedIn,Text,Product,Business,6,5,1,0,273,6,2,1,0,0,1,0,5.34,-0.241,13293,40.22,666.81,6.5,934,1,784.59,0,765.35
YouTube Shorts,Video,Education,Influencer,7,2,0,0,91,10,1,6,0,0,1,27,6.21,0.526,50840,40.47,819.43,5.2,545,0,0.0,1,1034.41
X,Text,News,Educator,12,2,0,1,160,8,3,1,1,0,1,0,6.84,-0.455,35765,45.47,1288.52,3.9,1445,0,0.0,0,1032.33
Instagram,Carousel,Product,Business,5,5,1,0,178,11,2,4,1,0,6,0,4.75,-0.229,6724,37.67,342.46,5.5,1234,1,179.64,0,837.18
X,Image,Entertainment,Influencer,20,6,1,1,188,7,1,2,1,0,1,0,3.61,0.59,5015,51.46,899.35,7.9,316,0,0.0,0,921.45
YouTube Shorts,Video,Product,Educator,20,2,0,1,138,13,4,1,1,0,1,70,4.35,0.443,13133,47.65,683.41,7.3,665,0,0.0,1,1093.8
Instagram,Image,Motivation,Educator,11,5,1,1,224,3,2,2,1,0,1,0,6.01,0.058,89893,53.72,616.66,8.1,601,0,0.0,0,969.89
Instagram,Reel,Education,Personal Brand,21,2,0,1,132,8,1,1,0,1,1,52,6.34,-0.098,12479,56.58,356.09,2.1,1191,0,0.0,0,1052.89
Instagram,Image,Product,Personal Brand,10,2,0,0,47,11,1,2,0,0,1,0,8.09,0.098,46832,49.85,525.55,3.4,787,1,268.04,1,993.57
LinkedIn,Text,Lifestyle,Business,15,1,0,0,163,4,2,1,1,0,1,0,6.75,0.437,62895,53.42,171.8,6.7,311,0,0.0,0,955.05
Instagram,Image,Entertainment,Personal Brand,13,6,1,1,20,6,2,2,1,0,1,0,5.25,-0.417,17705,42.58,715.21,2.4,1334,0,0.0,1,981.25
Instagram,Video,Entertainment,Educator,17,5,1,0,220,2,2,4,1,1,1,20,8.09,0.158,38080,33.97,1222.67,7.1,133,0,0.0,1,1058.28
Instagram,Carousel,News,Business,0,0,0,0,80,6,0,4,0,0,8,0,6.3,0.552,61344,56.91,552.62,1.0,757,0,0.0,0,986.13
X,Text,Lifestyle,Personal Brand,3,2,0,0,169,9,3,1,1,0,1,0,7.15,0.624,81980,49.44,1155.7,5.5,1547,0,0.0,0,1073.91
X,Text,Behind-the-scenes,Business,0,0,0,0,179,7,3,3,1,0,1,0,4.75,0.205,15817,53.08,859.15,8.4,641,0,0.0,1,1004.1
Instagram,Carousel,Behind-the-scenes,Personal Brand,6,4,0,0,121,5,0,1,0,0,8,0,5.68,0.644,29295,56.4,1280.37,6.0,733,1,184.31,0,1142.12
X,Text,Lifestyle,Personal Brand,14,1,0,0,136,3,1,2,1,0,1,0,8.65,0.397,16257,64.13,1932.56,4.9,1413,0,0.0,0,1088.14
Instagram,Reel,Product,Influencer,10,4,0,0,135,6,0,3,0,0,1,54,8.68,0.083,18625,64.44,1012.33,8.0,932,1,750.65,0,1089.03
Instagram,Reel,Product,Media,20,1,0,1,71,7,2,5,0,1,1,48,9.58,0.123,76842,40.41,992.49,3.2,1044,0,0.0,0,1144.9
Instagram,Image,Product,Business,22,4,0,1,134,4,1,3,0,0,1,0,7.91,-0.255,103411,58.34,946.18,3.0,1227,0,0.0,0,1039.45
Instagram,Carousel,Entertainment,Business,16,6,1,0,20,14,2,3,1,0,4,0,7.33,0.571,76104,32.59,1026.17,5.0,486,1,1470.44,0,1043.52
Facebook,Image,Behind-the-scenes,Media,14,2,0,0,96,3,0,0,0,0,1,0,6.98,-0.587,6530,34.8,381.21,1.6,691,1,29.81,0,816.88
LinkedIn,Carousel,News,Educator,13,3,0,1,100,5,0,1,1,0,4,0,7.72,-0.53,100363,56.36,736.11,5.4,573,0,0.0,0,1098.73
Facebook,Image,Motivation,Educator,15,3,0,0,112,13,2,6,0,0,1,0,6.13,0.078,22880,67.76,426.78,7.2,462,1,104.06,0,976.71
Instagram,Carousel,Motivation,Business,3,2,0,0,100,9,0,1,1,0,9,0,9.53,-0.384,61169,44.97,1381.55,2.3,989,0,0.0,1,989.2
Facebook,Video,Entertainment,Business,14,4,0,0,175,6,2,4,0,0,1,41,6.59,-0.458,9688,55.61,403.84,2.0,1718,1,150.94,1,967.32
Facebook,Text,Education,Media,6,3,0,0,98,4,1,6,0,0,1,0,6.89,0.086,6187,45.29,1499.56,2.8,843,0,0.0,0,813.28
Instagram,Video,Entertainment,Educator,23,5,1,0,173,5,3,4,1,1,1,47,6.83,-0.6,37485,41.95,919.03,5.8,1105,1,2668.76,1,1060.52
LinkedIn,Text,Entertainment,Influencer,1,2,0,0,271,6,3,3,0,0,1,0,5.68,-0.298,55539,35.03,534.53,4.9,662,0,0.0,0,978.16
Facebook,Video,News,Influencer,3,0,0,0,224,8,2,3,0,1,1,22,8.8,0.743,36701,60.97,233.67,2.0,786,0,0.0,0,1091.96
LinkedIn,Carousel,Behind-the-scenes,Media,11,5,1,1,228,5,2,4,1,0,7,0,6.34,1.0,5491,33.79,1243.28,3.1,914,1,129.05,0,928.75
LinkedIn,Carousel,Education,Personal Brand,13,3,0,1,216,10,2,2,1,0,5,0,5.82,-0.132,18283,32.84,938.14,5.2,339,0,0.0,0,957.85
Instagram,Video,Product,Business,11,2,0,1,136,1,0,3,1,0,1,71,6.61,-0.328,26772,32.91,761.09,5.3,1112,0,0.0,0,973.93
Instagram,Carousel,Education,Educator,8,5,1,0,42,7,0,1,0,0,10,0,7.12,0.312,18533,49.65,463.54,5.0,1661,0,0.0,0,946.46
Instagram,Reel,Product,Influencer,18,4,0,1,136,5,0,3,0,0,1,14,9.13,0.382,744,32.94,528.74,7.2,1357,1,125.67,0,821.2
Instagram,Carousel,Product,Influencer,0,1,0,0,264,5,0,2,0,0,5,0,8.11,0.116,29560,54.96,177.47,3.2,1146,0,0.0,0,964.74
X,Text,Lifestyle,Business,2,5,1,0,20,12,0,2,1,0,1,0,8.97,0.093,3567,42.93,30.0,4.8,985,0,0.0,0,794.19
X,Text,Entertainment,Personal Brand,21,6,1,1,159,6,3,2,0,0,1,0,6.73,-0.25,139639,8.54,1024.62,2.6,1020,0,0.0,1,915.55
Facebook,Image,Education,Personal Brand,12,0,0,1,194,6,4,5,0,0,1,0,8.45,0.052,18725,52.65,1703.83,6.1,1007,0,0.0,0,1134.6
